"pgstib","year","bula_h","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Hamburg","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Niedersachsen","138","0.110691769015206","0.0929547889777168","0.128428749052694"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Bremen","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Nordrhein-Westfalen","403","0.119067612185232","0.107189782320972","0.130945442049492"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Hessen","106","0.102505393498192","0.0832381804747667","0.121772606521618"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Rheinland-Pfalz,Saarland","127","0.148142854139746","0.123633319643664","0.172652388635829"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Baden-Wuerttemberg","231","0.10934778956526","0.0950495810787435","0.123645998051776"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Bayern","233","0.0992810470783604","0.0857635279925133","0.112798566164208"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Saarland","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Berlin","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Brandenburg","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Sachsen","33","0.0268209094911635","0.0176300555078478","0.0360117634744791"
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Sachsen-Anhalt","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1998","Thueringen","33","0.0443832543834112","0.0294844468952037","0.0592820618716188"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Schleswig-Holstein","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Hamburg","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Niedersachsen","64","0.0478074995455735","0.0357458626504255","0.0598691364407214"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Bremen","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Nordrhein-Westfalen","159","0.0482496208103804","0.0403904365499266","0.0561088050708341"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Hessen","50","0.043551712713189","0.0305869974484142","0.0565164279779639"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Rheinland-Pfalz,Saarland","31","0.0345925547940372","0.0219842132641448","0.0472008963239295"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Baden-Wuerttemberg","101","0.0514247441597413","0.0413055830182657","0.061543905301217"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Bayern","95","0.0505809191577725","0.0406750747369164","0.0604867635786286"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Saarland","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Berlin","42","0.0810420288048106","0.0578086093536147","0.104275448256007"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Brandenburg","37","0.0505867119214495","0.0333917319243178","0.0677816919185811"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Mecklenburg-Vorpommern","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Sachsen","60","0.0336772022990006","0.0234147335595147","0.0439396710384866"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Sachsen-Anhalt","33","0.0366387415810572","0.0226510406986287","0.0506264424634857"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1998","Thueringen","33","0.0293422053984634","0.0171332217892505","0.0415511890076764"
"NE: arbeitslos gemeldet","1998","Schleswig-Holstein","","","",""
"NE: arbeitslos gemeldet","1998","Hamburg","","","",""
"NE: arbeitslos gemeldet","1998","Niedersachsen","72","0.0603820825122622","0.0469164875904114","0.0738476774341131"
"NE: arbeitslos gemeldet","1998","Bremen","","","",""
"NE: arbeitslos gemeldet","1998","Nordrhein-Westfalen","174","0.0555308881178498","0.0471318378841209","0.0639299383515786"
"NE: arbeitslos gemeldet","1998","Hessen","42","0.0484323329229908","0.0347953860128117","0.06206927983317"
"NE: arbeitslos gemeldet","1998","Rheinland-Pfalz,Saarland","31","0.0346429822217116","0.022025783648227","0.0472601807951963"
"NE: arbeitslos gemeldet","1998","Baden-Wuerttemberg","115","0.042249679610916","0.0330332988410633","0.0514660603807688"
"NE: arbeitslos gemeldet","1998","Bayern","96","0.0474474990026908","0.0378375675499117","0.0570574304554699"
"NE: arbeitslos gemeldet","1998","Saarland","","","",""
"NE: arbeitslos gemeldet","1998","Berlin","47","0.0870282281851732","0.0630305678500414","0.111025888520305"
"NE: arbeitslos gemeldet","1998","Brandenburg","86","0.121355534914702","0.0957347648178246","0.146976305011579"
"NE: arbeitslos gemeldet","1998","Mecklenburg-Vorpommern","62","0.149658037273856","0.115169560922997","0.184146513624716"
"NE: arbeitslos gemeldet","1998","Sachsen","142","0.111978977566184","0.0940397968869539","0.129918158245414"
"NE: arbeitslos gemeldet","1998","Sachsen-Anhalt","101","0.156794470440933","0.12972289265957","0.183866048222296"
"NE: arbeitslos gemeldet","1998","Thueringen","104","0.147304114283392","0.121664907597255","0.172943320969528"
"NE: Rentner/Rentnerin","1998","Schleswig-Holstein","74","0.250482106344028","0.205345820821371","0.295618391866685"
"NE: Rentner/Rentnerin","1998","Hamburg","35","0.298521475377683","0.226247372392269","0.370795578363096"
"NE: Rentner/Rentnerin","1998","Niedersachsen","217","0.243384632636005","0.219125235017282","0.267644030254728"
"NE: Rentner/Rentnerin","1998","Bremen","35","0.44661391123145","0.349659483769816","0.543568338693083"
"NE: Rentner/Rentnerin","1998","Nordrhein-Westfalen","497","0.235265346374026","0.219709152187714","0.250821540560337"
"NE: Rentner/Rentnerin","1998","Hessen","199","0.277353080099131","0.248914416014387","0.305791744183875"
"NE: Rentner/Rentnerin","1998","Rheinland-Pfalz,Saarland","182","0.289162217452092","0.257882173932408","0.320442260971775"
"NE: Rentner/Rentnerin","1998","Baden-Wuerttemberg","314","0.244645054041165","0.224949586043691","0.26434052203864"
"NE: Rentner/Rentnerin","1998","Bayern","357","0.272909521420431","0.252773542909774","0.293045499931089"
"NE: Rentner/Rentnerin","1998","Saarland","","","",""
"NE: Rentner/Rentnerin","1998","Berlin","112","0.260280389399066","0.222924038491172","0.297636740306959"
"NE: Rentner/Rentnerin","1998","Brandenburg","143","0.289254529052182","0.253678871948844","0.32483018615552"
"NE: Rentner/Rentnerin","1998","Mecklenburg-Vorpommern","82","0.269804323204488","0.226893063794968","0.312715582614007"
"NE: Rentner/Rentnerin","1998","Sachsen","259","0.316085288748259","0.28963527841388","0.342535299082638"
"NE: Rentner/Rentnerin","1998","Sachsen-Anhalt","167","0.344235286107138","0.308861366157751","0.379609206056526"
"NE: Rentner/Rentnerin","1998","Thueringen","160","0.311973347750079","0.278456633352908","0.34549006214725"
"NE: Wehr- und Zivildienst","1998","Schleswig-Holstein","","","",""
"NE: Wehr- und Zivildienst","1998","Hamburg","","","",""
"NE: Wehr- und Zivildienst","1998","Niedersachsen","","","",""
"NE: Wehr- und Zivildienst","1998","Bremen","","","",""
"NE: Wehr- und Zivildienst","1998","Nordrhein-Westfalen","","","",""
"NE: Wehr- und Zivildienst","1998","Hessen","","","",""
"NE: Wehr- und Zivildienst","1998","Rheinland-Pfalz,Saarland","","","",""
"NE: Wehr- und Zivildienst","1998","Baden-Wuerttemberg","","","",""
"NE: Wehr- und Zivildienst","1998","Bayern","","","",""
"NE: Wehr- und Zivildienst","1998","Saarland","","","",""
"NE: Wehr- und Zivildienst","1998","Berlin","","","",""
"NE: Wehr- und Zivildienst","1998","Brandenburg","","","",""
"NE: Wehr- und Zivildienst","1998","Mecklenburg-Vorpommern","","","",""
"NE: Wehr- und Zivildienst","1998","Sachsen","","","",""
"NE: Wehr- und Zivildienst","1998","Sachsen-Anhalt","","","",""
"NE: Wehr- und Zivildienst","1998","Thueringen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Schleswig-Holstein","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Hamburg","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Niedersachsen","43","0.0265508957708264","0.0174623987118829","0.0356393928297699"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Bremen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Nordrhein-Westfalen","72","0.0183693501756182","0.0134445349467864","0.02329416540445"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Hessen","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Rheinland-Pfalz,Saarland","32","0.0355370049732308","0.0227639576934168","0.0483100522530449"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Baden-Wuerttemberg","62","0.0274847984496569","0.0199941912491274","0.0349754056501865"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Bayern","45","0.019189151689432","0.0129877525489389","0.0253905508299251"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Saarland","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Berlin","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Brandenburg","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Mecklenburg-Vorpommern","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Sachsen","53","0.0356483694355765","0.0251006085461889","0.0461961303249641"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Sachsen-Anhalt","30","0.0307373575385669","0.0178864003926614","0.0435883146844724"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1998","Thueringen","35","0.0345453614503522","0.0213335955947091","0.0477571273059953"
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Schleswig-Holstein","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Hamburg","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Niedersachsen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Bremen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Nordrhein-Westfalen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Hessen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Rheinland-Pfalz,Saarland","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Baden-Wuerttemberg","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Bayern","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Saarland","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Berlin","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Brandenburg","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Mecklenburg-Vorpommern","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Sachsen","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Sachsen-Anhalt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1998","Thueringen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Schleswig-Holstein","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Hamburg","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Niedersachsen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Bremen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Nordrhein-Westfalen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Hessen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Rheinland-Pfalz,Saarland","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Baden-Wuerttemberg","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Bayern","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Saarland","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Berlin","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Brandenburg","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Mecklenburg-Vorpommern","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Sachsen","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Sachsen-Anhalt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1998","Thueringen","","","",""
"Volontäre, Praktikanten","1998","Schleswig-Holstein","","","",""
"Volontäre, Praktikanten","1998","Hamburg","","","",""
"Volontäre, Praktikanten","1998","Niedersachsen","","","",""
"Volontäre, Praktikanten","1998","Bremen","","","",""
"Volontäre, Praktikanten","1998","Nordrhein-Westfalen","","","",""
"Volontäre, Praktikanten","1998","Hessen","","","",""
"Volontäre, Praktikanten","1998","Rheinland-Pfalz,Saarland","","","",""
"Volontäre, Praktikanten","1998","Baden-Wuerttemberg","","","",""
"Volontäre, Praktikanten","1998","Bayern","","","",""
"Volontäre, Praktikanten","1998","Saarland","","","",""
"Volontäre, Praktikanten","1998","Berlin","","","",""
"Volontäre, Praktikanten","1998","Brandenburg","","","",""
"Volontäre, Praktikanten","1998","Mecklenburg-Vorpommern","","","",""
"Volontäre, Praktikanten","1998","Sachsen","","","",""
"Volontäre, Praktikanten","1998","Sachsen-Anhalt","","","",""
"Volontäre, Praktikanten","1998","Thueringen","","","",""
"Aspiranten (1990 Ost)","1998","Schleswig-Holstein","","","",""
"Aspiranten (1990 Ost)","1998","Hamburg","","","",""
"Aspiranten (1990 Ost)","1998","Niedersachsen","","","",""
"Aspiranten (1990 Ost)","1998","Bremen","","","",""
"Aspiranten (1990 Ost)","1998","Nordrhein-Westfalen","","","",""
"Aspiranten (1990 Ost)","1998","Hessen","","","",""
"Aspiranten (1990 Ost)","1998","Rheinland-Pfalz,Saarland","","","",""
"Aspiranten (1990 Ost)","1998","Baden-Wuerttemberg","","","",""
"Aspiranten (1990 Ost)","1998","Bayern","","","",""
"Aspiranten (1990 Ost)","1998","Saarland","","","",""
"Aspiranten (1990 Ost)","1998","Berlin","","","",""
"Aspiranten (1990 Ost)","1998","Brandenburg","","","",""
"Aspiranten (1990 Ost)","1998","Mecklenburg-Vorpommern","","","",""
"Aspiranten (1990 Ost)","1998","Sachsen","","","",""
"Aspiranten (1990 Ost)","1998","Sachsen-Anhalt","","","",""
"Aspiranten (1990 Ost)","1998","Thueringen","","","",""
"ungelernter Arbeiter","1998","Schleswig-Holstein","","","",""
"ungelernter Arbeiter","1998","Hamburg","","","",""
"ungelernter Arbeiter","1998","Niedersachsen","37","0.0280974905454533","0.0187554666072131","0.0374395144836935"
"ungelernter Arbeiter","1998","Bremen","","","",""
"ungelernter Arbeiter","1998","Nordrhein-Westfalen","76","0.0180107594720546","0.0131333595462237","0.0228881593978855"
"ungelernter Arbeiter","1998","Hessen","30","0.0188740949970516","0.0102298900226183","0.0275182999714849"
"ungelernter Arbeiter","1998","Rheinland-Pfalz,Saarland","30","0.0254948021800672","0.0146198031504669","0.0363698012096674"
"ungelernter Arbeiter","1998","Baden-Wuerttemberg","66","0.030102248523246","0.0222736325269937","0.0379308645194983"
"ungelernter Arbeiter","1998","Bayern","45","0.0178684768089619","0.0118802566610667","0.023856696956857"
"ungelernter Arbeiter","1998","Saarland","","","",""
"ungelernter Arbeiter","1998","Berlin","","","",""
"ungelernter Arbeiter","1998","Brandenburg","","","",""
"ungelernter Arbeiter","1998","Mecklenburg-Vorpommern","","","",""
"ungelernter Arbeiter","1998","Sachsen","","","",""
"ungelernter Arbeiter","1998","Sachsen-Anhalt","","","",""
"ungelernter Arbeiter","1998","Thueringen","","","",""
"angelernter Arbeiter","1998","Schleswig-Holstein","","","",""
"angelernter Arbeiter","1998","Hamburg","","","",""
"angelernter Arbeiter","1998","Niedersachsen","82","0.0503735602200767","0.0380091450507534","0.0627379753894"
"angelernter Arbeiter","1998","Bremen","","","",""
"angelernter Arbeiter","1998","Nordrhein-Westfalen","206","0.0510530693426713","0.0429807026682673","0.0591254360170753"
"angelernter Arbeiter","1998","Hessen","96","0.0797280760529535","0.0625215441056636","0.0969346080002434"
"angelernter Arbeiter","1998","Rheinland-Pfalz,Saarland","66","0.0783670945355938","0.0598250686717781","0.0969091203994095"
"angelernter Arbeiter","1998","Baden-Wuerttemberg","223","0.0810015784932864","0.0685010990590077","0.0935020579275651"
"angelernter Arbeiter","1998","Bayern","165","0.0718410206877337","0.0601684476886237","0.0835135936868437"
"angelernter Arbeiter","1998","Saarland","","","",""
"angelernter Arbeiter","1998","Berlin","","","",""
"angelernter Arbeiter","1998","Brandenburg","36","0.0499007474237022","0.0328165803587943","0.06698491448861"
"angelernter Arbeiter","1998","Mecklenburg-Vorpommern","","","",""
"angelernter Arbeiter","1998","Sachsen","64","0.0482061680685733","0.0360206084215076","0.0603917277156391"
"angelernter Arbeiter","1998","Sachsen-Anhalt","32","0.0326767511244371","0.019439837899364","0.0459136643495102"
"angelernter Arbeiter","1998","Thueringen","35","0.036712648033266","0.0231080458980756","0.0503172501684565"
"gelernte und Facharbeiter","1998","Schleswig-Holstein","","","",""
"gelernte und Facharbeiter","1998","Hamburg","","","",""
"gelernte und Facharbeiter","1998","Niedersachsen","77","0.0546043256615801","0.0417598557219919","0.0674487956011684"
"gelernte und Facharbeiter","1998","Bremen","","","",""
"gelernte und Facharbeiter","1998","Nordrhein-Westfalen","195","0.0629868022823197","0.0540770296032192","0.0718965749614201"
"gelernte und Facharbeiter","1998","Hessen","66","0.0569578931001846","0.0422357133094192","0.0716800728909501"
